name,country,operator,users,purpose,orbit_class,orbit_type,perigee_km,apogee_km,eccentricity,inclination_deg,period_min,launch_mass_kg,dry_mass_kg,power_watts,date_of_launch,expected_lifetime_yrs,launch_vehicle,launch_site,cospar_id,launch_year,description,sentiment_compound,sentiment_label,capability_score,capability_label,cluster,cluster_label
SAT-CAN-1914,Canada,SpaceX / Starlink,Government,Amateur Radio,LEO,Polar,904,939,0.0024,42.13,103.3,1323.3,862.4,6592.0,2017-11-23,12.8,Soyuz-2,"Jiuquan Satellite Launch Center, China",2017-1914A,2017,"SAT-CAN-1914 is a medium-class satellite (500–2,000 kg) operated by SpaceX / Starlink (Canada), launched in 2017 aboard a Soyuz-2 from Jiuquan Satellite Launch Center, China. Its primary mission is to support amateur radio communications globally, operated under direct government mandate. The satellite occupies a low Earth orbit (LEO) at approximately 921 km altitude on a Polar trajectory, with an orbital inclination of 42.1° and a period of 103.3 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for long-duration operations, it carries a 1323 kg launch mass and is expected to remain operational for 12.8 years.",1.0,Positive,4,Support Tier,4,Scientific Explorers
SAT-USA-1915,USA,NASA,Military/Government,Earth Observation,GEO,Medium Earth,35790,35959,0.002,67.49,1440.2,4130.5,2075.0,2665.0,2013-02-02,12.9,Delta IV,"Xichang Satellite Launch Center, China",2013-1915A,2013,"SAT-USA-1915 is a heavy-class satellite (over 2,000 kg) operated by NASA (USA), launched in 2013 aboard a Delta IV from Xichang Satellite Launch Center, China. Its primary mission is to conduct continuous Earth observation and remote sensing, serving military and defence agencies. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Medium Earth trajectory, with an orbital inclination of 67.5° and a period of 1440.2 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for long-duration operations, it carries a 4130 kg launch mass and is expected to remain operational for 12.9 years. Imagery from this satellite assists in map updating and geospatial reference frame maintenance for navigation infrastructure.",1.0,Positive,10,Strategic Tier,2,Navigation Constellation
SAT-USA-1916,USA,O3b Networks,Government,Space Science,MEO,Polar,3561,3587,0.00131,64.11,164.5,2611.8,1047.7,18098.0,1998-03-08,4.3,Starship,"Guiana Space Centre, French Guiana",1998-1916A,1998,"SAT-USA-1916 is a heavy-class satellite (over 2,000 kg) operated by O3b Networks (USA), launched in 1998 aboard a Starship from Guiana Space Centre, French Guiana. Its primary mission is to conduct scientific research and space science experiments, operated under direct government mandate. The satellite occupies a medium Earth orbit (MEO) at approximately 3,574 km altitude on a Polar trajectory, with an orbital inclination of 64.1° and a period of 164.5 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 2612 kg launch mass and is expected to remain operational for 4.3 years.",1.0,Positive,7,Operational Tier,4,Scientific Explorers
SAT-GER-1917,Germany,Thales Alenia,Military,Meteorology,MEO,Medium Earth,10999,11403,0.0115,54.9,386.4,4606.4,2959.4,17437.0,1997-07-25,17.2,Long March 5,"Vandenberg Air Force Base, USA",1997-1917A,1997,"SAT-GER-1917 is a heavy-class satellite (over 2,000 kg) operated by Thales Alenia (Germany), launched in 1997 aboard a Long March 5 from Vandenberg Air Force Base, USA. Its primary mission is to monitor atmospheric conditions and weather patterns, serving military and defence agencies. The satellite occupies a medium Earth orbit (MEO) at approximately 11,201 km altitude on a Medium Earth trajectory, with an orbital inclination of 54.9° and a period of 386.4 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for ultra-long-duration operations, it carries a 4606 kg launch mass and is expected to remain operational for 17.2 years.",-0.0,Neutral,10,Strategic Tier,3,Military & Surveillance
SAT-SPA-1918,SpaceX (USA),Airbus Defence,Civil/Commercial,Surveillance,MEO,Geostationary,6062,6926,0.03358,84.1,242.0,2479.1,1362.3,18207.0,2020-12-22,6.1,Ariane 5,"Kennedy Space Center, USA",2020-1918A,2020,"SAT-SPA-1918 is a heavy-class satellite (over 2,000 kg) operated by Airbus Defence (SpaceX (USA)), launched in 2020 aboard a Ariane 5 from Kennedy Space Center, USA. Its primary mission is to perform reconnaissance and surveillance operations, supporting commercial enterprises and civil institutions. The satellite occupies a medium Earth orbit (MEO) at approximately 6,494 km altitude on a Geostationary trajectory, with an orbital inclination of 84.1° and a period of 242.0 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for medium-duration operations, it carries a 2479 kg launch mass and is expected to remain operational for 6.1 years.",-1.0,Negative,7,Operational Tier,3,Military & Surveillance
SAT-SWE-1919,Sweden,O3b Networks,Military,Surveillance,HEO,Inclined Geosynchronous,301,37141,0.7341,71.97,659.3,4395.4,1806.5,6651.0,1990-01-22,6.9,Starship,"Baikonur Cosmodrome, Kazakhstan",1990-1919A,1990,"SAT-SWE-1919 is a heavy-class satellite (over 2,000 kg) operated by O3b Networks (Sweden), launched in 1990 aboard a Starship from Baikonur Cosmodrome, Kazakhstan. Its primary mission is to perform reconnaissance and surveillance operations, serving military and defence agencies. The satellite occupies a highly elliptical orbit (HEO) ranging from 301 km to 37,141 km altitude on a Inclined Geosynchronous trajectory, with an orbital inclination of 72.0° and a period of 659.3 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for medium-duration operations, it carries a 4395 kg launch mass and is expected to remain operational for 6.9 years.",-1.0,Negative,8,Operational Tier,5,Technology Demonstrators
SAT-UAE-1920,UAE,Intelsat,Civil/Commercial,Navigation/Global Positioning,HEO,Geostationary,616,34904,0.71046,35.15,621.8,1080.3,785.6,13119.0,2023-01-19,3.3,New Shepard,"Vandenberg Air Force Base, USA",2023-1920A,2023,"SAT-UAE-1920 is a medium-class satellite (500–2,000 kg) operated by Intelsat (UAE), launched in 2023 aboard a New Shepard from Vandenberg Air Force Base, USA. Its primary mission is to deliver precise positioning and navigation signals, supporting commercial enterprises and civil institutions. The satellite occupies a highly elliptical orbit (HEO) ranging from 616 km to 34,904 km altitude on a Geostationary trajectory, with an orbital inclination of 35.1° and a period of 621.8 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for medium-duration operations, it carries a 1080 kg launch mass and is expected to remain operational for 3.3 years. It forms a critical node in the global navigation satellite system (GNSS), enabling centimetre-level positioning accuracy for aviation, maritime, and terrestrial users.",1.0,Positive,7,Operational Tier,0,LEO Earth Watchers
SAT-GER-1921,Germany,OneWeb,Civil,Surveillance,Elliptical,Polar,1673,33104,0.66144,23.97,607.5,2684.8,1216.9,15884.0,2011-03-23,4.5,Vega,"Kennedy Space Center, USA",2011-1921A,2011,"SAT-GER-1921 is a heavy-class satellite (over 2,000 kg) operated by OneWeb (Germany), launched in 2011 aboard a Vega from Kennedy Space Center, USA. Its primary mission is to perform reconnaissance and surveillance operations, providing services to civil and governmental organisations. The satellite occupies an elliptical orbit ranging from 1,673 km to 33,104 km on a Polar trajectory, with an orbital inclination of 24.0° and a period of 607.5 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for medium-duration operations, it carries a 2685 kg launch mass and is expected to remain operational for 4.5 years.",-1.0,Negative,6,Operational Tier,5,Technology Demonstrators
SAT-BRA-1922,Brazil,CNES,Government,Space Science,GEO,Geostationary,35828,36108,0.00331,83.38,1445.0,5934.4,3553.4,8151.0,2005-06-09,19.2,Atlas V,"Satish Dhawan Space Centre, India",2005-1922A,2005,"SAT-BRA-1922 is a heavy-class satellite (over 2,000 kg) operated by CNES (Brazil), launched in 2005 aboard a Atlas V from Satish Dhawan Space Centre, India. Its primary mission is to conduct scientific research and space science experiments, operated under direct government mandate. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Geostationary trajectory, with an orbital inclination of 83.4° and a period of 1445.0 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for ultra-long-duration operations, it carries a 5934 kg launch mass and is expected to remain operational for 19.2 years.",1.0,Positive,11,Strategic Tier,4,Scientific Explorers
SAT-UK-1923,UK,DLR,Civil,Earth Observation,Elliptical,Molniya,1245,11531,0.40309,17.79,239.0,4077.0,2779.1,11088.0,2000-06-11,9.6,Soyuz-2,"Vandenberg Air Force Base, USA",2000-1923A,2000,"SAT-UK-1923 is a heavy-class satellite (over 2,000 kg) operated by DLR (UK), launched in 2000 aboard a Soyuz-2 from Vandenberg Air Force Base, USA. Its primary mission is to conduct continuous Earth observation and remote sensing, providing services to civil and governmental organisations. The satellite occupies an elliptical orbit ranging from 1,245 km to 11,531 km on a Molniya trajectory, with an orbital inclination of 17.8° and a period of 239.0 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for long-duration operations, it carries a 4077 kg launch mass and is expected to remain operational for 9.6 years. Imagery from this satellite assists in map updating and geospatial reference frame maintenance for navigation infrastructure.",1.0,Positive,8,Operational Tier,2,Navigation Constellation
SAT-NET-1924,Netherlands,Thales Alenia,Military,Meteorology,LEO,Inclined Geosynchronous,752,773,0.00147,78.63,99.9,2075.1,1569.5,10199.0,1991-04-01,19.3,Long March 5,"Jiuquan Satellite Launch Center, China",1991-1924A,1991,"SAT-NET-1924 is a heavy-class satellite (over 2,000 kg) operated by Thales Alenia (Netherlands), launched in 1991 aboard a Long March 5 from Jiuquan Satellite Launch Center, China. Its primary mission is to monitor atmospheric conditions and weather patterns, serving military and defence agencies. The satellite occupies a low Earth orbit (LEO) at approximately 762 km altitude on a Inclined Geosynchronous trajectory, with an orbital inclination of 78.6° and a period of 99.9 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for ultra-long-duration operations, it carries a 2075 kg launch mass and is expected to remain operational for 19.3 years.",-0.0,Neutral,7,Operational Tier,4,Scientific Explorers
SAT-RUS-1925,Russia,CNES,Government,Amateur Radio,HEO,Geostationary,320,43709,0.76428,93.81,793.2,7933.7,6218.8,15387.0,1998-03-20,5.6,Starship,"Tanegashima Space Center, Japan",1998-1925A,1998,"SAT-RUS-1925 is a heavy-class satellite (over 2,000 kg) operated by CNES (Russia), launched in 1998 aboard a Starship from Tanegashima Space Center, Japan. Its primary mission is to support amateur radio communications globally, operated under direct government mandate. The satellite occupies a highly elliptical orbit (HEO) ranging from 320 km to 43,709 km altitude on a Geostationary trajectory, with an orbital inclination of 93.8° and a period of 793.2 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for medium-duration operations, it carries a 7934 kg launch mass and is expected to remain operational for 5.6 years.",0.1969,Positive,7,Operational Tier,5,Technology Demonstrators
SAT-ITA-1926,Italy,Thales Alenia,Military/Government,Technology Development,Elliptical,Sun-Synchronous,870,11480,0.42284,96.29,233.1,3587.1,1588.3,3849.0,2016-08-11,12.6,H-IIA,"Jiuquan Satellite Launch Center, China",2016-1926A,2016,"SAT-ITA-1926 is a heavy-class satellite (over 2,000 kg) operated by Thales Alenia (Italy), launched in 2016 aboard a H-IIA from Jiuquan Satellite Launch Center, China. Its primary mission is to test and validate next-generation space technologies, serving military and defence agencies. The satellite occupies an elliptical orbit ranging from 870 km to 11,480 km on a Sun-Synchronous trajectory, with an orbital inclination of 96.3° and a period of 233.1 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for long-duration operations, it carries a 3587 kg launch mass and is expected to remain operational for 12.6 years.",0.5725,Positive,6,Operational Tier,5,Technology Demonstrators
SAT-BRA-1927,Brazil,DigitalGlobe,Military,Earth Science,Elliptical,Sun-Synchronous,957,10600,0.39685,66.92,222.1,2038.4,1628.5,111.0,1999-08-28,15.7,Electron,"Tanegashima Space Center, Japan",1999-1927A,1999,"SAT-BRA-1927 is a heavy-class satellite (over 2,000 kg) operated by DigitalGlobe (Brazil), launched in 1999 aboard a Electron from Tanegashima Space Center, Japan. Its primary mission is to conduct scientific research and space science experiments, serving military and defence agencies. The satellite occupies an elliptical orbit ranging from 957 km to 10,600 km on a Sun-Synchronous trajectory, with an orbital inclination of 66.9° and a period of 222.1 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for ultra-long-duration operations, it carries a 2038 kg launch mass and is expected to remain operational for 15.7 years.",0.6629,Positive,8,Operational Tier,5,Technology Demonstrators
SAT-ITA-1928,Italy,Intelsat,Civil,Communications,Elliptical,Medium Earth,1668,25229,0.59439,51.13,462.8,1680.6,925.0,254.0,2001-02-25,8.5,Vega,"Satish Dhawan Space Centre, India",2001-1928A,2001,"SAT-ITA-1928 is a medium-class satellite (500–2,000 kg) operated by Intelsat (Italy), launched in 2001 aboard a Vega from Satish Dhawan Space Centre, India. Its primary mission is to provide broadband and voice communications services, providing services to civil and governmental organisations. The satellite occupies an elliptical orbit ranging from 1,668 km to 25,229 km on a Medium Earth trajectory, with an orbital inclination of 51.1° and a period of 462.8 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for long-duration operations, it carries a 1681 kg launch mass and is expected to remain operational for 8.5 years. Its communications payload supports relay of navigation correction signals and timing data for ground-based augmentation systems.",1.0,Positive,7,Operational Tier,1,GEO Comms Backbone
SAT-LUX-1929,Luxembourg,Thales Alenia,Commercial,Earth Observation,GEO,Molniya,35817,36038,0.00261,96.86,1442.9,5786.1,2964.2,18060.0,2023-10-20,1.6,Long March 5,"Baikonur Cosmodrome, Kazakhstan",2023-1929A,2023,"SAT-LUX-1929 is a heavy-class satellite (over 2,000 kg) operated by Thales Alenia (Luxembourg), launched in 2023 aboard a Long March 5 from Baikonur Cosmodrome, Kazakhstan. Its primary mission is to conduct continuous Earth observation and remote sensing, operated for commercial telecommunications and data services. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Molniya trajectory, with an orbital inclination of 96.9° and a period of 1442.9 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for short-duration operations, it carries a 5786 kg launch mass and is expected to remain operational for 1.6 years. Imagery from this satellite assists in map updating and geospatial reference frame maintenance for navigation infrastructure.",1.0,Positive,9,Strategic Tier,2,Navigation Constellation
SAT-BRA-1930,Brazil,OneWeb,Commercial,Military Surveillance,MEO,Polar,17701,18883,0.02396,83.92,642.4,7483.6,3625.8,13568.0,2011-12-13,18.4,Long March 5,"Plesetsk Cosmodrome, Russia",2011-1930A,2011,"SAT-BRA-1930 is a heavy-class satellite (over 2,000 kg) operated by OneWeb (Brazil), launched in 2011 aboard a Long March 5 from Plesetsk Cosmodrome, Russia. Its primary mission is to perform reconnaissance and surveillance operations, operated for commercial telecommunications and data services. The satellite occupies a medium Earth orbit (MEO) at approximately 18,292 km altitude on a Polar trajectory, with an orbital inclination of 83.9° and a period of 642.4 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for ultra-long-duration operations, it carries a 7484 kg launch mass and is expected to remain operational for 18.4 years.",-0.9259,Negative,10,Strategic Tier,3,Military & Surveillance
SAT-ITA-1931,Italy,Airbus Defence,Civil/Commercial,Navigation/Global Positioning,Elliptical,Medium Earth,1885,21559,0.54369,75.16,403.7,5233.1,2584.8,11550.0,2022-07-17,11.6,Delta IV,"Satish Dhawan Space Centre, India",2022-1931A,2022,"SAT-ITA-1931 is a heavy-class satellite (over 2,000 kg) operated by Airbus Defence (Italy), launched in 2022 aboard a Delta IV from Satish Dhawan Space Centre, India. Its primary mission is to deliver precise positioning and navigation signals, supporting commercial enterprises and civil institutions. The satellite occupies an elliptical orbit ranging from 1,885 km to 21,559 km on a Medium Earth trajectory, with an orbital inclination of 75.2° and a period of 403.7 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for long-duration operations, it carries a 5233 kg launch mass and is expected to remain operational for 11.6 years. It forms a critical node in the global navigation satellite system (GNSS), enabling centimetre-level positioning accuracy for aviation, maritime, and terrestrial users.",1.0,Positive,9,Strategic Tier,0,LEO Earth Watchers
SAT-FRA-1932,France,Iridium Communications,Government,Communications,LEO,Equatorial,317,482,0.01219,92.38,92.4,7842.7,5721.6,15658.0,2008-10-19,17.2,Atlas V,"Cape Canaveral, USA",2008-1932A,2008,"SAT-FRA-1932 is a heavy-class satellite (over 2,000 kg) operated by Iridium Communications (France), launched in 2008 aboard a Atlas V from Cape Canaveral, USA. Its primary mission is to provide broadband and voice communications services, operated under direct government mandate. The satellite occupies a low Earth orbit (LEO) at approximately 399 km altitude on a Equatorial trajectory, with an orbital inclination of 92.4° and a period of 92.4 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for ultra-long-duration operations, it carries a 7843 kg launch mass and is expected to remain operational for 17.2 years. Its communications payload supports relay of navigation correction signals and timing data for ground-based augmentation systems.",1.0,Positive,8,Operational Tier,1,GEO Comms Backbone
SAT-BRA-1933,Brazil,Planet Labs,Civil,Earth Observation,GEO,Geostationary,35779,35920,0.00167,90.77,1438.9,1126.7,745.5,6025.0,2000-12-14,13.3,H-IIA,"Tanegashima Space Center, Japan",2000-1933A,2000,"SAT-BRA-1933 is a medium-class satellite (500–2,000 kg) operated by Planet Labs (Brazil), launched in 2000 aboard a H-IIA from Tanegashima Space Center, Japan. Its primary mission is to conduct continuous Earth observation and remote sensing, providing services to civil and governmental organisations. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Geostationary trajectory, with an orbital inclination of 90.8° and a period of 1438.9 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for long-duration operations, it carries a 1127 kg launch mass and is expected to remain operational for 13.3 years. Imagery from this satellite assists in map updating and geospatial reference frame maintenance for navigation infrastructure.",1.0,Positive,8,Operational Tier,2,Navigation Constellation
SAT-CAN-1934,Canada,JAXA,Civil,Surveillance,Elliptical,Geostationary,723,32589,0.69193,59.9,579.6,7360.8,5755.6,12773.0,2011-10-21,5.4,Antares,"Jiuquan Satellite Launch Center, China",2011-1934A,2011,"SAT-CAN-1934 is a heavy-class satellite (over 2,000 kg) operated by JAXA (Canada), launched in 2011 aboard a Antares from Jiuquan Satellite Launch Center, China. Its primary mission is to perform reconnaissance and surveillance operations, providing services to civil and governmental organisations. The satellite occupies an elliptical orbit ranging from 723 km to 32,589 km on a Geostationary trajectory, with an orbital inclination of 59.9° and a period of 579.6 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for medium-duration operations, it carries a 7361 kg launch mass and is expected to remain operational for 5.4 years.",-1.0,Negative,7,Operational Tier,5,Technology Demonstrators
SAT-ITA-1935,Italy,Boeing,Government,Military Surveillance,LEO,Molniya,1246,1401,0.01007,48.69,112.0,6062.8,4040.2,15968.0,2010-08-17,18.6,Ariane 5,"Vandenberg Air Force Base, USA",2010-1935A,2010,"SAT-ITA-1935 is a heavy-class satellite (over 2,000 kg) operated by Boeing (Italy), launched in 2010 aboard a Ariane 5 from Vandenberg Air Force Base, USA. Its primary mission is to perform reconnaissance and surveillance operations, operated under direct government mandate. The satellite occupies a low Earth orbit (LEO) at approximately 1,323 km altitude on a Molniya trajectory, with an orbital inclination of 48.7° and a period of 112.0 minutes. The orbit is slightly elliptical, providing stable service windows. Designed for ultra-long-duration operations, it carries a 6063 kg launch mass and is expected to remain operational for 18.6 years.",-1.0,Negative,8,Operational Tier,3,Military & Surveillance
SAT-CHI-1936,China,Iridium Communications,Military,Space Science,HEO,Molniya,738,35069,0.70714,67.3,627.3,5234.6,3068.9,7820.0,2003-01-15,3.3,Starship,"Satish Dhawan Space Centre, India",2003-1936A,2003,"SAT-CHI-1936 is a heavy-class satellite (over 2,000 kg) operated by Iridium Communications (China), launched in 2003 aboard a Starship from Satish Dhawan Space Centre, India. Its primary mission is to conduct scientific research and space science experiments, serving military and defence agencies. The satellite occupies a highly elliptical orbit (HEO) ranging from 738 km to 35,069 km altitude on a Molniya trajectory, with an orbital inclination of 67.3° and a period of 627.3 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for medium-duration operations, it carries a 5235 kg launch mass and is expected to remain operational for 3.3 years.",0.1969,Positive,8,Operational Tier,5,Technology Demonstrators
SAT-LUX-1937,Luxembourg,Airbus Defence,Government,Communications,GEO,Inclined Geosynchronous,35868,35881,0.00015,70.12,1440.2,1295.9,685.1,372.0,2003-07-19,5.0,Long March 3B,"Vandenberg Air Force Base, USA",2003-1937A,2003,"SAT-LUX-1937 is a medium-class satellite (500–2,000 kg) operated by Airbus Defence (Luxembourg), launched in 2003 aboard a Long March 3B from Vandenberg Air Force Base, USA. Its primary mission is to provide broadband and voice communications services, operated under direct government mandate. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Inclined Geosynchronous trajectory, with an orbital inclination of 70.1° and a period of 1440.2 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for medium-duration operations, it carries a 1296 kg launch mass and is expected to remain operational for 5.0 years. Its communications payload supports relay of navigation correction signals and timing data for ground-based augmentation systems.",1.0,Positive,7,Operational Tier,1,GEO Comms Backbone
SAT-NET-1938,Netherlands,DLR,Commercial,Technology Development,Elliptical,Medium Earth,1703,29792,0.63497,94.28,545.6,1832.5,1233.9,7913.0,1992-12-06,15.7,Long March 3B,"Xichang Satellite Launch Center, China",1992-1938A,1992,"SAT-NET-1938 is a medium-class satellite (500–2,000 kg) operated by DLR (Netherlands), launched in 1992 aboard a Long March 3B from Xichang Satellite Launch Center, China. Its primary mission is to test and validate next-generation space technologies, operated for commercial telecommunications and data services. The satellite occupies an elliptical orbit ranging from 1,703 km to 29,792 km on a Medium Earth trajectory, with an orbital inclination of 94.3° and a period of 545.6 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for ultra-long-duration operations, it carries a 1832 kg launch mass and is expected to remain operational for 15.7 years.",1.0,Positive,7,Operational Tier,5,Technology Demonstrators
SAT-SOU-1939,South Korea,Lockheed Martin,Civil,Technology Development,HEO,Polar,443,35137,0.71798,13.69,622.9,4774.2,2378.8,9693.0,2018-03-09,2.5,Ariane 5,"Guiana Space Centre, French Guiana",2018-1939A,2018,"SAT-SOU-1939 is a heavy-class satellite (over 2,000 kg) operated by Lockheed Martin (South Korea), launched in 2018 aboard a Ariane 5 from Guiana Space Centre, French Guiana. Its primary mission is to test and validate next-generation space technologies, providing services to civil and governmental organisations. The satellite occupies a highly elliptical orbit (HEO) ranging from 443 km to 35,137 km altitude on a Polar trajectory, with an orbital inclination of 13.7° and a period of 622.9 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for short-duration operations, it carries a 4774 kg launch mass and is expected to remain operational for 2.5 years.",1.0,Positive,7,Operational Tier,5,Technology Demonstrators
SAT-FRA-1940,France,CNSA,Civil/Commercial,Communications,HEO,Polar,827,35402,0.70603,4.11,635.5,5574.1,2311.6,8280.0,2010-06-12,19.8,H-IIA,"Guiana Space Centre, French Guiana",2010-1940A,2010,"SAT-FRA-1940 is a heavy-class satellite (over 2,000 kg) operated by CNSA (France), launched in 2010 aboard a H-IIA from Guiana Space Centre, French Guiana. Its primary mission is to provide broadband and voice communications services, supporting commercial enterprises and civil institutions. The satellite occupies a highly elliptical orbit (HEO) ranging from 827 km to 35,402 km altitude on a Polar trajectory, with an orbital inclination of 4.1° and a period of 635.5 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for ultra-long-duration operations, it carries a 5574 kg launch mass and is expected to remain operational for 19.8 years. Its communications payload supports relay of navigation correction signals and timing data for ground-based augmentation systems.",1.0,Positive,10,Strategic Tier,1,GEO Comms Backbone
SAT-ITA-1941,Italy,Thales Alenia,Military,Earth Science,LEO,Inclined Geosynchronous,698,805,0.00751,10.56,99.7,3163.4,1580.8,13287.0,2007-08-26,15.7,Ariane 5,"Xichang Satellite Launch Center, China",2007-1941A,2007,"SAT-ITA-1941 is a heavy-class satellite (over 2,000 kg) operated by Thales Alenia (Italy), launched in 2007 aboard a Ariane 5 from Xichang Satellite Launch Center, China. Its primary mission is to conduct scientific research and space science experiments, serving military and defence agencies. The satellite occupies a low Earth orbit (LEO) at approximately 751 km altitude on a Inclined Geosynchronous trajectory, with an orbital inclination of 10.6° and a period of 99.7 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for ultra-long-duration operations, it carries a 3163 kg launch mass and is expected to remain operational for 15.7 years.",1.0,Positive,7,Operational Tier,4,Scientific Explorers
SAT-ISR-1942,Israel,NASA,Government,Communications,HEO,Inclined Geosynchronous,893,41999,0.73886,85.19,769.5,871.8,575.1,13159.0,2018-12-13,4.3,Starship,"Kennedy Space Center, USA",2018-1942A,2018,"SAT-ISR-1942 is a medium-class satellite (500–2,000 kg) operated by NASA (Israel), launched in 2018 aboard a Starship from Kennedy Space Center, USA. Its primary mission is to provide broadband and voice communications services, operated under direct government mandate. The satellite occupies a highly elliptical orbit (HEO) ranging from 893 km to 41,999 km altitude on a Inclined Geosynchronous trajectory, with an orbital inclination of 85.2° and a period of 769.5 minutes. Its highly elliptical orbit delivers extended coverage over polar and high-latitude areas. Designed for medium-duration operations, it carries a 872 kg launch mass and is expected to remain operational for 4.3 years. Its communications payload supports relay of navigation correction signals and timing data for ground-based augmentation systems.",1.0,Positive,6,Operational Tier,1,GEO Comms Backbone
SAT-NET-1943,Netherlands,CNSA,Government,Earth Science,GEO,Geostationary,35798,35949,0.00179,31.74,1440.2,7497.6,4740.4,1116.0,2005-11-01,8.4,Delta IV,"Satish Dhawan Space Centre, India",2005-1943A,2005,"SAT-NET-1943 is a heavy-class satellite (over 2,000 kg) operated by CNSA (Netherlands), launched in 2005 aboard a Delta IV from Satish Dhawan Space Centre, India. Its primary mission is to conduct scientific research and space science experiments, operated under direct government mandate. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Geostationary trajectory, with an orbital inclination of 31.7° and a period of 1440.2 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for long-duration operations, it carries a 7498 kg launch mass and is expected to remain operational for 8.4 years.",1.0,Positive,10,Strategic Tier,4,Scientific Explorers
SAT-AUS-1944,Australia,Airbus Defence,Government,Meteorology,GEO,Polar,35809,35812,4e-05,84.07,1437.0,5187.0,3271.1,12052.0,2009-04-08,10.5,PSLV,"Vandenberg Air Force Base, USA",2009-1944A,2009,"SAT-AUS-1944 is a heavy-class satellite (over 2,000 kg) operated by Airbus Defence (Australia), launched in 2009 aboard a PSLV from Vandenberg Air Force Base, USA. Its primary mission is to monitor atmospheric conditions and weather patterns, operated under direct government mandate. The satellite occupies a geostationary orbit (GEO) at ~35,786 km, maintaining a fixed position over Earth on a Polar trajectory, with an orbital inclination of 84.1° and a period of 1437.0 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for long-duration operations, it carries a 5187 kg launch mass and is expected to remain operational for 10.5 years.",0.6629,Positive,10,Strategic Tier,4,Scientific Explorers
SAT-FRA-1945,France,Planet Labs,Military/Government,Navigation/Global Positioning,LEO,Molniya,359,492,0.00978,92.91,92.9,7865.3,5945.5,11300.0,2014-12-22,17.0,Soyuz-2,"Xichang Satellite Launch Center, China",2014-1945A,2014,"SAT-FRA-1945 is a heavy-class satellite (over 2,000 kg) operated by Planet Labs (France), launched in 2014 aboard a Soyuz-2 from Xichang Satellite Launch Center, China. Its primary mission is to deliver precise positioning and navigation signals, serving military and defence agencies. The satellite occupies a low Earth orbit (LEO) at approximately 425 km altitude on a Molniya trajectory, with an orbital inclination of 92.9° and a period of 92.9 minutes. Its orbit is nearly perfectly circular, ensuring consistent coverage. Designed for ultra-long-duration operations, it carries a 7865 kg launch mass and is expected to remain operational for 17.0 years. It forms a critical node in the global navigation satellite system (GNSS), enabling centimetre-level positioning accuracy for aviation, maritime, and terrestrial users.",1.0,Positive,9,Strategic Tier,0,LEO Earth Watchers
